video_id,content_type,target_query,transcript_kind,clip_index,t_start,t_end,duration_sec,label,boundary_quality,whisper_first_word,whisper_last_word,start_precision_ms,end_precision_ms,starts_mid_word,ends_mid_sentence,starts_on_filler,is_usable,error
rfscVS0vtbw,auto_caption_only,python functions,manual,85,14365.32,14419.302,53.98199999999997,Question Prompts Questions,heuristic-strong,So,So,120.00000000080036,121.99999999938882,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,86,14488.32,14512.299,23.97900000000118,Ask User Question Questions,sentence,So,question,299.9999999992724,899.0000000012515,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,87,14689.32,14716.309,26.988999999999578,How Questions,sentence,And,10,440.0000000005093,308.99999999928696,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,88,14908.32,14939.308,30.988000000001193,Honor Roll Student,heuristic-strong,In,different,3479.9999999995634,148.00000000104774,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,89,15130.32,15171.302,40.98199999999997,Chef Makes Class,llm-rerank,the,a,79.99999999992724,141.99999999982538,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,90,15130.32,15176.303,45.983000000000175,,llm-rerank,the,attributes.,79.99999999992724,76.99999999931606,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,91,15132.32,15164.306,31.986000000000786,,llm-rerank,I,Python.,100.0000000003638,496.0000000010041,False,False,False,True,
rfscVS0vtbw,auto_caption_only,python functions,manual,92,15132.32,15186.302,53.98199999999997,,llm-rerank,I,or,100.0000000003638,31.9999999992433,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,93,15458.32,15487.302,28.98199999999997,Chinese Chef,heuristic-strong,I,class.,40.000000000873115,422.0000000004802,False,False,False,True,
rfscVS0vtbw,auto_caption_only,python functions,manual,94,15646.32,15697.307,50.98700000000099,Command Prompt Windows,llm-rerank,this,prompt.,79.99999999992724,227.00000000077125,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,95,15769.01,15821.306,52.29600000000028,,llm-rerank,here's,Python.,180.00000000029104,836.0000000011496,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,96,15897.32,15931.305,33.98500000000058,Python Interpreter,heuristic-strong,Mike.,interpreter,370.00000000080036,475.0000000003638,True,True,False,False,
